IBGE;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;Latitude;Longitude;q1;q2;q3_1;q3_2;q4;q5_1;q5_2;q5_3;q5_4;q5_5;q5_6;q6;q7_1;q7_2;q7_3;q7_4;q7_5;q7_6;q7_7;q7_8;q7_9;q7_10;q7_11;q7_12;q7_13;q7_14;q7_15;q7_16;q7_17;q7_99;q7_99_1;q8_0;q8_1;q8_2;q8_3;q8_4;q8_5;q8_6;q8_7;q8_8;q8_9;q8_99;q8_99_1;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q9_7;q9_8;q9_9;q9_10;q9_99;q9_99_1;q10;q11;q12_1;q12_2;q12_3;q12_4;q12_5;q12_6;q12_7;q12_8;q12_99;q12_0;q12_99_1;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_99;q15_0;q15_99_1;q16;q17_1;q17_2;q17_3;q17_4;q17_5;q17_99;q17_0;q17_99_1;q18_1;q18_2;q18_3;q18_99;q18_0;q18_99_1;q19_0;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_14;q19_15;q19_99;q19_99_1;q20_0;q20_97;q20_1;q20_2;q20_3;q20_4;q20_5;q20_6;q20_7;q21;q22;q23;q24;q25_1;q25_2;q25_3;q25_4;q25_5;q25_6;q25_7;q25_8;q25_9;q25_10;q25_11;q25_99;q25_99_1;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_99;q26_99_1;q27;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_5;q30_6;q30_7;q30_8;q30_99;q30_99_1;q31_1;q31_2;q31_3;q31_4;q31_5;q31_6;q31_7;q31_8;q31_99;q31_0;q31_99_1;q32;q33_1;q33_2;q33_3;q33_4;q33_99;q33_99_1;q34_1;q34_2;q34_3;q34_4;q34_5;q34_6;q34_7;q34_8;q34_9;q34_10;q34_99;q34_0;q34_99_1;q35;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q7_1_velha;q7_2_velha;q7_3_velha;q7_4_velha;q7_5_velha;q7_6_velha;q7_7_velha;q7_8_velha;q7_9_velha;q7_10_velha;q7_11_velha;q7_12_velha;q7_13_velha;q7_14_velha;q7_15_velha;q7_16_velha;q7_17_velha;q7_99_velha;q8_0_velha;q8_1_velha;q8_2_velha;q8_3_velha;q8_4_velha;q8_5_velha;q8_6_velha;q8_7_velha;q8_8_velha;q8_9_velha;q8_99_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q9_5_velha;q9_6_velha;q9_7_velha;q9_8_velha;q9_9_velha;q9_10_velha;q9_99_velha;q12_1_velha;q12_2_velha;q12_3_velha;q12_4_velha;q12_5_velha;q12_6_velha;q12_7_velha;q12_8_velha;q12_99_velha;q12_0_velha;q14_velha;q15_1_velha;q15_2_velha;q15_3_velha;q15_4_velha;q15_5_velha;q15_6_velha;q15_7_velha;q15_8_velha;q15_9_velha;q15_10_velha;q15_99_velha;q15_0_velha;q16_velha;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_99_velha;q17_0_velha;q18_1_velha;q18_2_velha;q18_3_velha;q18_99_velha;q18_0_velha;q19_0_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q19_11_velha;q19_12_velha;q19_13_velha;q19_14_velha;q19_15_velha;q19_99_velha;q20_0_velha;q20_1_velha;q20_2_velha;q20_3_velha;q20_4_velha;q20_5_velha;q20_6_velha;q20_7_velha;q20_97_velha;q29_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_5_velha;q30_6_velha;q30_7_velha;q30_8_velha;q30_99_velha;q31_1_velha;q31_2_velha;q31_3_velha;q31_4_velha;q31_5_velha;q31_6_velha;q31_7_velha;q31_8_velha;q31_99_velha;q31_0_velha;q33_1_velha;q33_2_velha;q33_3_velha;q33_4_velha;q33_99_velha;q34_1_velha;q34_2_velha;q34_3_velha;q34_4_velha;q34_5_velha;q34_6_velha;q34_7_velha;q34_8_velha;q34_9_velha;q34_10_velha;q34_99_velha;q34_0_velha;d_3;d11_sala_excl_categoria;d21_cap_atend_cat;filter_$;d36_9bin1_sum;d36_9bin2_sum;d36_9bin3_sum;d36_10bin1_sum;d36_10bin2_sum;d36_10bin3_sum;d36_10bin4_sum;d36_10bin5_sum;d36_11bin1_sum;d36_11bin2_sum;d36_11bin3_sum;d36_11bin4_sum;nu_trabalhadores
355030;3550303405173;CENTRO DE CONVIVÊNCIA CCA CRIANÇA CRESCENDO CIDADA;32;NILVA;324; ;Vila Piaui;5109170;SAO PAULO;SP;nucleoccc@aspromatina.org.br;(11) 36250000; ; ;01/11/2011;-2.350.732.991.248.620;-4.675.901.412.963.860;2;1;5;9;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;NCI Apromatina e Grupo de Escoteiros;0;0;0;0;0;0;0;0;0;0;1;NCI Aspromatina;0;1;1;0;0;1;0;1;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1;0;1;0;1;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0; ;0;0;1;0;0;1;0;0;1;120;5;5;4;1;1;1;1;0;1;1;1;0;1;1;1;Teatro Oficina, Saúde, Alimentação;1;1;1;1;1;1;1;1;1;1;1;1;1;Valores Humanos;1;73.062.325/0001-72;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;2;1;0;1;1;1;Caixa de Sugestões;1;1;1;1;0;0;0;1;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;2;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;2;2;11;1; ;5;2;4; ; ; ; ; ; ; ;7;7
355030;3550303405174;CENTRO DE CONVIVÊNCIA CCA VISTA ALEGRE;32;Nortelândia;94; ;Jardim Vista Alegre;2878070;SAO PAULO;SP;ccavista.alegre@ig.com.br;(11) 38516182; ; ;25/01/1975;-23.453.379.629.082.100;-4.668.743.669.986.720;2;1;5;8;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0;0; ;0;0;1;0;0;0;1;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;0;0;1;1;1;1;1;1;1;0;0; ;2;1;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;1;0;0;1;0;0;1;300;6;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;46.332.888/0001-60;1;1;0;0;1;0;0;1;0;0; ;0;1;1;1;1;1;1;1;0;0; ;3;1;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;1;0;0;1;1;1;1;1;1;1;0;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;2;1;13;1;4;7;4;2;1; ; ; ; ;1; ;14;15
355030;3550303405175;CENTRO DE CONVIVÊNCIA CCA CIDADE NOVA;32;NOSSA SENHORA APARECIDA;195; ;PARQUE NOVO MUNDO;2169290;SAO PAULO;SP;ccacidadenova@casadommacario.org.br;(11) 26362512; ; ;01/07/2013;-235.201.073;-465.755.858;2;1;5;8;3;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1;1;1;0;0;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0; ;0;0;1;0;0;1;0;0;1;300;7;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;0;1;1;0;1;1;1;1;1;0;1;0; ;1;60.419.637/0001-49;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;0;1;1;0; ;1;0;0;0;0;0;0;0;0;0;1;0;Direitos Humanos, uma declaração universal, cidadania e direitos humanos,conselhos de promoção de igualdade racial, cuidando do cuidador, o mundo em que vivemos;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;2;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;13;1;3;8;5;1;1; ; ; ; ;1; ;15;16
355030;3550303405176;CENTRO DE CONVIVÊNCIA CCA JULITA;32;Nova do Tuparoquera;249;Unidade I;Jardim São Luis;5820200;SAO PAULO;SP;ipeamarelo@fundacaojulita.org.br;(11) 58532056; ; ;01/02/2019;-236.589.743;-46.738.910.499.999.900;2;1;5;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;NCI- NUCLEO DE CONVICÊNCIA DO IDOSO E CJ- CENTRO PARA A JUVENTUDE;0;1;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;0;1;1;1;0;OFICINAS DE CULTURA;1;4;0;0;0;0;0;1;1;1;0;1;0;0; ;2;0;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;1;0;0;1;0;0;0;210;7;5;4;1;1;1;0;0;1;1;1;0;0;1;0; ;1;0;1;1;1;1;0;0;0;0;0;1;0; ;1;62.805.759/0001-07;1;1;0;0;0;0;0;0;0;0; ;1;1;0;1;1;1;1;0;0;0; ;2;0;0;0;1;0; ;0;1;1;1;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;4;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;2;1;13;1;1;7;3; ; ; ; ;1; ; ; ;11;11
355030;3550303405179;CENTRO DE CONVIVÊNCIA CCA CRUZ DE MALTA;32;Orlando Murgel;161; ;Parque Jabaquara;4358090;SAO PAULO;SP;cca.cruzdemalta@hotmail.com;(11) 34736410;210;(11) 55810944;01/05/1992;-23.639.157.910.638.300;-4.665.494.441.986.080;2;1;5;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;0;1;1;1;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;3;1;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;1;150;6;5;4;1;1;1;1;1;1;1;1;0;0;1;0; ;1;1;1;0;0;1;0;1;1;1;0;1;0; ;1;62.808.894/0001-06;1;1;0;0;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;2;0;0;1;1;0; ;0;0;0;0;0;0;0;0;0;0;1;0;Direitos humanos / Preveção ao Suicídio;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;3;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;11;1;3;2;4; ; ; ; ;1; ; ; ;9;9
355030;3550303405180;CENTRO DE CONVIVÊNCIA CCA MIOSOTIS;32;Orlando Murgel;795; ;Parque Jabaquara;4358090;SAO PAULO;SP;direcao@miosotis.org.br;(11) 50344585; ;(11) 50344585;13/12/1983;-236.391.099;-466.549.597;2;1;5;8;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;0;0;0;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;3;1;1;1;1;1;1;0;Procura espontanea e busca ativa;1;1;1;1;0;Osc Parceiras;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;0;0;120;5;5;4;1;1;1;1;1;1;1;1;0;1;1;1;sustentabilidade e meio ambiente;1;1;1;1;1;1;1;1;1;1;1;1;1;vinculo, relação ,intergeracionais ,relacionamento familiar;1;51.440.105/0001-00;1;1;0;0;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;1;0;Pesquisa de satisfação, e atividades de interesse;3;0;0;1;1;0; ;0;1;1;1;0;0;0;0;0;0;1;0;relações afetiva no trabalho: inportancia das habilidades sócio emocionais direitos humano da criançã e adolecente;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;3;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;2;2;11;1;1;4;5;2; ; ; ; ; ; ; ;10;10
355030;3550303405181;CENTRO DE CONVIVÊNCIA CCA RECANTO SANTA MÔNICA;32;Oscar Pinheiro Coelho;266; ;Caxingui;5516050;SAO PAULO;SP;gerccasm@asatransforma.org.br;(11) 37214164; ; ;01/04/2013;-235.823.166;-4.671.876.689.999.990;2;1;5;8;1;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;1;1;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;0;0;1;0;0;0;0;0;0;1;1;1;0;GESTÃO REALIZADA REMOTAMENTE;3;0;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;1;0;0;1;0;0;1;90;7;5;4;1;1;1;1;1;1;1;1;0;0;1;1;Meio Ambiente e Sustentabilidade;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;62.272.497/0001-54;1;1;1;0;0;0;0;1;0;0; ;0;1;1;1;1;1;1;1;0;0; ;3;1;0;0;1;0; ;0;0;1;1;0;0;0;1;0;0;1;0;Prevenção ao COVID-19 e Violência doméstica;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;2;1;9;1; ;3;4;2;1; ; ; ; ; ; ;7;7
355030;3550303405182;CENTRO DE CONVIVÊNCIA CCA GRACINHA;32;Osiris Magalhães de Almeida;144; ;Jd.Campo Belo;5634020;SAO PAULO;SP;gracinha@centrogracinha.org.br;(11) 37424520; ;(11) 37424520;01/04/1992;-23.598.225.359.943.100;-46.736.483.573.913.500;2;1;5;8;1;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;0;0;0;1;1;1;1;1;0;0; ;3;1;1;1;0;1;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0; ;0;0;1;0;0;1;1;0;1;150;6;5;4;1;1;1;1;1;1;1;1;0;1;1;1;Fóruns de debates e rodas de conversa;1;1;1;1;1;1;1;1;1;1;0;1;0; ;1;61.330.817/0004-65;1;1;0;0;1;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;0;1;1;0; ;0;0;0;0;0;0;0;1;0;0;1;0;Rede socioassistencial, Multimeios como ferramentas para atividades socioeducativas durante a pandemia e formação do SUAS.;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;0;0;0;0;1;1;1;1;1;0;0;3;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;11;1; ;5;6;5; ; ; ; ; ; ; ;11;11
355030;3550303405183;CENTRO DE CONVIVÊNCIA CCA ALTO ALEGRE;32;Osmar Lúcio de Alencar;57; ;Jardim Alto Alegre;8381740;SAO PAULO;SP;ccaaltoalegre@gmail.com.br;(11) 20598485; ; ;03/02/1986;-23.612.175.712.915.800;-46.425.701.379.776;2;1;5;9;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;1;1;1;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;1;1;1;1;1;1;1;1;0;0; ;2;1;0;1;0;1;0;0; ;1;1;0;1;0;saúde;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;imigrantes bolivianos;0;0;0;1;1;1;0;0;1;60;7;5;4;1;0;1;1;1;1;1;1;0;0;1;0; ;1;1;1;1;1;1;1;1;0;1;0;1;0; ;1;52.801.883/0007-28;1;1;0;0;0;0;0;0;0;0; ;0;1;0;1;1;0;1;1;0;0; ;1;0;0;0;1;0; ;1;1;1;1;1;1;1;1;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;4;0;0;1;1;1;1;1;1;1;1;0;0;2;1;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;0;2;1;6;1;1;4;1; ; ; ; ; ; ;1; ;5;6
355030;3550303405185;CENTRO DE CONVIVÊNCIA CCA SEGUNDA MILHA;32;Padre Bernardo Bergen;212; ;Jardim Botucatu;4173190;SAO PAULO;SP;ceses-sm@ig.com.br;(11) 23512888; ; ;01/07/2000;-236.357.793;-46.608.154.799.999.900;2;1;5;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;Aulas de música;1;4;1;1;1;0;0;1;1;1;1;1;0;0; ;3;1;1;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;60;6;5;4;1;1;1;0;0;1;1;1;0;0;0;0; ;1;1;1;1;0;1;1;1;0;1;1;1;0; ;1;58.720.350/0001-02;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;0;1;0;0; ;3;1;0;1;1;0; ;1;0;1;0;0;0;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;4;1;1;1;0;0;1;1;1;1;1;0;0;3;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;6;1;2;2;2;2; ; ; ; ; ; ; ;6;6
355030;3550303405188;CENTRO DE CONVIVÊNCIA CCA CLARISSE FERRAZ WEY;32;Carlantonio Carlone;102; ;Jd.Jaqueline;5529000;SAO PAULO;SP;clarisse@centroclarisse.org.br;(11) 37510438; ; ;01/04/2013;-235.925.447;-4.675.272.860.000.000;2;1;5;8;1;1;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;0;0;1;1;1;1;1;1;0;0; ;3;1;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;1;90;6;5;4;1;1;1;0;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0;0;0;0;0; ;1;61.330.817/0005-46;1;1;0;1;1;0;0;0;0;0; ;1;1;1;0;0;0;1;1;0;0; ;2;0;0;1;1;0; ;1;1;1;0;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;0;0;0;1;1;1;1;1;1;0;0;3;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;2;1;9;1;3;2;3;2;1; ; ; ; ; ; ;8;8
355030;3550303405190;CENTRO DE CONVIVÊNCIA CCA MÃE ADMIRÁVEL;35;Carvalho do Mar;233; ;COHAB Adventista;5868690;SAO PAULO;SP;ccamaeadmiravel@gmail.com;(11) 58253304; ; ;01/10/2008;-23.663.911.273.933.600;-46.777.180.731.296.500;2;1;5;8;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;0;0;0;1;0;1;1;1;0;0; ;2;1;1;1;1;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;1;120;5;5;4;1;0;1;1;0;1;0;1;0;0;1;0; ;1;1;0;0;0;1;1;1;1;1;0;1;0; ;1;64.033.061/0001-38;1;1;0;0;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;0;0; ;3;0;0;0;1;0; ;1;0;1;1;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;0;0;0;0;1;0;1;1;1;0;0;2;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;2;2;11;1;1;4;2;1; ; ; ;1; ; ; ;7;7
